chapter	sentence_id	token_id	token	target	pos	in_NegExpList	stem	has_negation_affix	vector
baskervilles01	3	14	sort	O	NN	False	sort	False	-0.0067289625
baskervilles01	3	17	known	O	VBN	False	known	False	-0.0067289625
baskervilles01	3	21	penang	O	NN	False	penang	False	-0.0067289625
baskervilles01	3	22	lawyer	O	NN	False	lawyer	False	-0.0067289625
baskervilles01	4	3	head	O	NN	False	head	False	-0.0067289625
baskervilles01	4	6	broad	O	JJ	False	broad	False	-0.0067289625
baskervilles01	4	7	silver	O	NN	False	silver	False	-0.0067289625
baskervilles01	4	8	band	O	VBP	False	band	False	-0.0067289625
baskervilles01	4	9	nearly	O	RB	False	near	False	-0.0067289625
baskervilles01	4	11	inch	O	JJ	False	inch	False	-0.0067289625
baskervilles01	4	12	across	O	IN	False	across	False	-0.0067289625
baskervilles01	5	2	james	O	NNS	False	jame	False	-0.0067289625
baskervilles01	5	3	mortimer	O	VBP	False	mortim	False	-0.0067289625
baskervilles01	5	5	m.r.c.s.	O	JJ	False	m.r.c.s.	False	-0.0067289625
baskervilles01	5	9	friends	O	NNS	False	friend	False	-0.0067289625
baskervilles01	5	12	c.c.h.	O	VBP	False	c.c.h.	False	-0.0067289625
baskervilles01	5	16	engraved	O	VBN	False	engrav	False	-0.0067289625
baskervilles01	5	17	upon	O	IN	False	upon	False	-0.0067289625
baskervilles01	5	22	date	O	NN	False	date	False	-0.0067289625
baskervilles01	6	5	stick	O	JJ	False	stick	False	-0.0067289625
baskervilles01	6	8	old-fashioned	O	JJ	False	old-fashion	False	-0.0067289625
baskervilles01	6	9	family	O	NN	False	famili	False	-0.0067289625
baskervilles01	6	10	practitioner	O	NN	False	practition	False	-0.0067289625
baskervilles01	6	11	used	O	VBN	False	use	False	-0.0067289625
baskervilles01	6	13	carry	O	NN	False	carri	False	-0.0067289625
baskervilles01	6	15	dignified	O	VBD	False	dignifi	False	-0.0067289625
baskervilles01	6	17	solid	O	JJ	False	solid	False	-0.0067289625
baskervilles01	6	20	reassuring	O	NN	False	reassur	False	-0.0067289625
baskervilles01	7	1	well	O	RB	False	well	False	-0.0067289625
baskervilles01	7	3	watson	O	RB	False	watson	False	-0.0067289625
baskervilles01	7	8	make	O	VB	False	make	False	-0.0067289625
baskervilles01	8	0	holmes	O	NNS	False	holm	False	-0.0067289625
baskervilles01	8	2	sitting	O	VBG	False	sit	False	-0.0067289625
baskervilles01	8	5	back	O	RB	False	back	False	-0.0067289625
baskervilles01	8	12	given	O	VBN	False	given	False	-0.0067289625
baskervilles01	8	14	no	B-NEG	DT	True	no	False	-0.0067289625
baskervilles01	8	15	sign	O	NN	False	sign	False	-0.0067289625
baskervilles01	8	18	occupation	O	NN	False	occup	False	-0.0067289625
baskervilles01	9	4	know	O	VBP	False	know	False	-0.0067289625
baskervilles01	10	1	believe	O	VBP	False	believ	False	-0.0067289625
baskervilles01	10	4	eyes	O	NNS	False	eye	False	-0.0067289625
baskervilles01	10	7	back	O	RB	False	back	False	-0.0067289625
baskervilles01	10	10	head	O	VBP	False	head	False	-0.0067289625
baskervilles01	11	5	least	O	JJS	False	least	False	-0.0067289625
baskervilles01	11	8	well-polished	O	JJ	False	well-polish	False	-0.0067289625
baskervilles01	11	10	silver-plated	O	JJ	False	silver-pl	False	-0.0067289625
baskervilles01	11	11	coffee-pot	O	NN	False	coffee-pot	False	-0.0067289625
baskervilles01	11	13	front	O	NN	False	front	False	-0.0067289625
baskervilles01	11	18	said	O	VBD	False	said	False	-0.0067289625
baskervilles01	12	3	tell	O	JJ	False	tell	False	-0.0067289625
baskervilles01	12	6	watson	O	NNP	False	watson	False	-0.0067289625
baskervilles01	12	11	make	O	VBP	False	make	False	-0.0067289625
baskervilles01	12	14	visitor	O	NN	False	visitor	False	-0.0067289625
baskervilles01	12	15	's	O	POS	False	's	False	-0.0067289625
baskervilles01	12	16	stick	O	NN	False	stick	False	-0.0067289625
baskervilles01	13	0	since	O	IN	False	sinc	False	-0.0067289625
baskervilles01	13	5	unfortunate	B-NEG	JJ	False	unfortun	True	-0.0067289625
baskervilles01	13	8	miss	O	NN	False	miss	False	-0.0067289625
baskervilles01	13	12	no	B-NEG	DT	True	no	False	-0.0067289625
baskervilles01	13	13	notion	O	NN	False	notion	False	-0.0067289625
baskervilles01	13	16	errand	O	VBP	False	errand	False	-0.0067289625
baskervilles01	13	19	accidental	O	JJ	False	accident	False	-0.0067289625
baskervilles01	13	20	souvenir	O	NN	False	souvenir	False	-0.0067289625
baskervilles01	13	21	becomes	O	VBZ	False	becom	False	-0.0067289625
baskervilles01	13	23	importance	O	JJ	False	import	False	-0.0067289625
baskervilles01	14	0	let	O	NN	False	let	False	-0.0067289625
baskervilles01	14	2	hear	O	JJ	False	hear	False	-0.0067289625
baskervilles01	14	4	reconstruct	O	NN	False	reconstruct	False	-0.0067289625
baskervilles01	14	6	man	O	NN	False	man	False	-0.0067289625
baskervilles01	14	9	examination	O	NN	False	examin	False	-0.0067289625
baskervilles01	15	2	think	O	VBP	False	think	False	-0.0067289625
baskervilles01	15	5	said	O	VBD	False	said	False	-0.0067289625
baskervilles01	15	8	following	O	VBG	False	follow	False	-0.0067289625
baskervilles01	15	10	far	O	RB	False	far	False	-0.0067289625
baskervilles01	15	13	could	O	MD	False	could	False	-0.0067289625
baskervilles01	15	15	methods	O	VB	False	method	False	-0.0067289625
baskervilles01	15	18	companion	O	NN	False	companion	False	-0.0067289625
baskervilles01	15	22	dr.	O	NN	False	dr.	False	-0.0067289625
baskervilles01	15	23	mortimer	O	NN	False	mortim	False	-0.0067289625
baskervilles01	15	26	successful	O	JJ	False	success	False	-0.0067289625
baskervilles01	15	28	elderly	O	RB	False	elder	False	-0.0067289625
baskervilles01	15	29	medical	O	JJ	False	medic	False	-0.0067289625
baskervilles01	15	30	man	O	NN	False	man	False	-0.0067289625
baskervilles01	15	32	well-esteemed	O	JJ	False	well-esteem	False	-0.0067289625
baskervilles01	15	33	since	O	IN	False	sinc	False	-0.0067289625
baskervilles01	15	36	know	O	VBP	False	know	False	-0.0067289625
baskervilles01	15	38	give	O	JJ	False	give	False	-0.0067289625
baskervilles01	15	41	mark	O	NN	False	mark	False	-0.0067289625
baskervilles01	15	44	appreciation	O	NN	False	appreci	False	-0.0067289625
baskervilles01	16	1	good	O	NN	False	good	False	-0.0067289625
baskervilles01	16	4	said	O	VBD	False	said	False	-0.0067289625
baskervilles01	16	5	holmes	O	NNS	False	holm	False	-0.0067289625
baskervilles01	17	1	excellent	O	JJ	False	excel	False	-0.0067289625
baskervilles01	18	2	think	O	NN	False	think	False	-0.0067289625
baskervilles01	18	3	also	O	RB	False	also	False	-0.0067289625
baskervilles01	18	6	probability	O	VBZ	False	probabl	False	-0.0067289625
baskervilles01	18	9	favour	O	JJ	False	favour	False	-0.0067289625
baskervilles01	18	14	country	O	NN	False	countri	False	-0.0067289625
baskervilles01	18	15	practitioner	O	NN	False	practition	False	-0.0067289625
baskervilles01	18	19	great	O	JJ	False	great	False	-0.0067289625
baskervilles01	18	20	deal	O	NN	False	deal	False	-0.0067289625
baskervilles01	18	23	visiting	O	VBG	False	visit	False	-0.0067289625
baskervilles01	18	25	foot	O	NN	False	foot	False	-0.0067289625
baskervilles01	20	3	stick	O	NN	False	stick	False	-0.0067289625
baskervilles01	20	5	though	O	IN	False	though	False	-0.0067289625
baskervilles01	20	6	originally	O	RB	False	origin	False	-0.0067289625
baskervilles01	20	9	handsome	O	VB	False	handsom	False	-0.0067289625
baskervilles01	20	10	one	O	CD	False	one	False	-0.0067289625
baskervilles01	20	14	knocked	O	VBN	False	knock	False	-0.0067289625
baskervilles01	20	19	hardly	O	RB	False	hard	False	-0.0067289625
baskervilles01	20	20	imagine	O	JJ	False	imagin	False	-0.0067289625
baskervilles01	20	22	town	O	NN	False	town	False	-0.0067289625
baskervilles01	20	23	practitioner	O	NN	False	practition	False	-0.0067289625
baskervilles01	20	24	carrying	O	VBG	False	carri	False	-0.0067289625
baskervilles01	21	1	thick-iron	O	JJ	False	thick-iron	False	-0.0067289625
baskervilles01	21	2	ferrule	O	NN	False	ferrul	False	-0.0067289625
baskervilles01	21	4	worn	O	JJ	False	worn	False	-0.0067289625
baskervilles01	21	10	evident	O	JJ	False	evid	False	-0.0067289625
baskervilles01	21	14	done	O	VBN	False	done	False	-0.0067289625
baskervilles01	21	16	great	O	JJ	False	great	False	-0.0067289625
baskervilles01	21	17	amount	O	NN	False	amount	False	-0.0067289625
baskervilles01	21	19	walking	O	VBG	False	walk	False	-0.0067289625
baskervilles01	22	1	perfectly	O	RB	False	perfect	False	-0.0067289625
baskervilles01	22	2	sound	O	VBN	False	sound	False	-0.0067289625
baskervilles01	22	5	said	O	VBD	False	said	False	-0.0067289625
baskervilles01	22	6	holmes	O	NNS	False	holm	False	-0.0067289625
baskervilles01	23	9	friends	O	NNS	False	friend	False	-0.0067289625
baskervilles01	23	12	c.c.h	O	VBP	False	c.c.h	False	-0.0067289625
baskervilles01	24	2	guess	O	JJ	False	guess	False	-0.0067289625
baskervilles01	24	7	something	O	NN	False	someth	False	-0.0067289625
baskervilles01	24	8	hunt	O	NN	False	hunt	False	-0.0067289625
baskervilles01	24	11	local	O	JJ	False	local	False	-0.0067289625
baskervilles01	24	12	hunt	O	NN	False	hunt	False	-0.0067289625
baskervilles01	24	14	whose	O	WP$	False	whose	False	-0.0067289625
baskervilles01	24	15	members	O	NNS	False	member	False	-0.0067289625
baskervilles01	24	18	possibly	O	RB	False	possibl	False	-0.0067289625
baskervilles01	24	19	given	O	VBN	False	given	False	-0.0067289625
baskervilles01	24	21	surgical	O	JJ	False	surgic	False	-0.0067289625
baskervilles01	24	22	assistance	O	NN	False	assist	False	-0.0067289625
baskervilles01	24	27	made	O	VBD	False	made	False	-0.0067289625
baskervilles01	24	30	small	O	JJ	False	small	False	-0.0067289625
baskervilles01	24	31	presentation	O	NN	False	present	False	-0.0067289625
baskervilles01	24	33	return	O	NN	False	return	False	-0.0067289625
baskervilles01	25	1	really	O	RB	False	realli	False	-0.0067289625
baskervilles01	25	3	watson	O	JJ	False	watson	False	-0.0067289625
baskervilles01	25	6	excel	O	NN	False	excel	False	-0.0067289625
baskervilles01	25	10	said	O	VBD	False	said	False	-0.0067289625
baskervilles01	25	11	holmes	O	NNS	False	holm	False	-0.0067289625
baskervilles01	25	13	pushing	O	VBG	False	push	False	-0.0067289625
baskervilles01	25	14	back	O	RB	False	back	False	-0.0067289625
baskervilles01	25	16	chair	O	NN	False	chair	False	-0.0067289625
baskervilles01	25	18	lighting	O	VBG	False	light	False	-0.0067289625
baskervilles01	25	20	cigarette	O	NN	False	cigarett	False	-0.0067289625
baskervilles01	26	3	bound	O	IN	False	bound	False	-0.0067289625
baskervilles01	26	5	say	O	JJ	False	say	False	-0.0067289625
baskervilles01	26	10	accounts	O	NNS	False	account	False	-0.0067289625
baskervilles01	26	16	good	O	JJ	False	good	False	-0.0067289625
baskervilles01	26	19	give	O	VBP	False	give	False	-0.0067289625
baskervilles01	26	23	small	O	JJ	False	small	False	-0.0067289625
baskervilles01	26	24	achievements	O	NNS	False	achiev	False	-0.0067289625
baskervilles01	26	27	habitually	O	RB	False	habitu	False	-0.0067289625
baskervilles01	26	28	underrated	O	JJ	False	underr	False	-0.0067289625
baskervilles01	26	31	abilities	O	NNS	False	abil	False	-0.0067289625
baskervilles01	27	1	may	O	MD	False	may	False	-0.0067289625
baskervilles01	27	6	not	B-NEG	RB	True	not	False	-0.0067289625
baskervilles01	27	8	luminous	O	JJ	False	lumin	False	-0.0067289625
baskervilles01	27	14	conductor	O	NN	False	conductor	False	-0.0067289625
baskervilles01	27	16	light	O	JJ	False	light	False	-0.0067289625
baskervilles01	28	1	people	O	NNS	False	peopl	False	-0.0067289625
baskervilles01	28	2	without	B-NEG	IN	True	without	False	-0.0067289625
baskervilles01	28	3	possessing	O	VBG	False	possess	False	-0.0067289625
baskervilles01	28	4	genius	O	NN	False	genius	False	-0.0067289625
baskervilles01	28	7	remarkable	O	JJ	False	remark	False	-0.0067289625
baskervilles01	28	8	power	O	NN	False	power	False	-0.0067289625
baskervilles01	28	10	stimulating	O	VBG	False	stimul	False	-0.0067289625
baskervilles01	29	1	confess	O	JJ	False	confess	False	-0.0067289625
baskervilles01	29	4	dear	O	JJ	False	dear	False	-0.0067289625
baskervilles01	29	5	fellow	O	NN	False	fellow	False	-0.0067289625
baskervilles01	29	11	much	O	JJ	False	much	False	-0.0067289625
baskervilles01	29	14	debt	O	NN	False	debt	False	-0.0067289625
baskervilles01	30	2	never	B-NEG	RB	True	never	False	-0.0067289625
baskervilles01	30	3	said	O	VBD	False	said	False	-0.0067289625
baskervilles01	30	5	much	O	JJ	False	much	False	-0.0067289625
baskervilles01	30	10	must	O	MD	False	must	False	-0.0067289625
baskervilles01	30	11	admit	O	VB	False	admit	False	-0.0067289625
baskervilles01	30	14	words	O	NNS	False	word	False	-0.0067289625
baskervilles01	30	15	gave	O	VBD	False	gave	False	-0.0067289625
baskervilles01	30	17	keen	O	JJ	False	keen	False	-0.0067289625
baskervilles01	30	18	pleasure	O	NN	False	pleasur	False	-0.0067289625
baskervilles01	30	23	often	O	RB	False	often	False	-0.0067289625
baskervilles01	30	25	piqued	O	VBN	False	piqu	False	-0.0067289625
baskervilles01	30	28	indifference	O	NN	False	indiffer	True	-0.0067289625
baskervilles01	30	31	admiration	O	NN	False	admir	False	-0.0067289625
baskervilles01	30	35	attempts	O	NNS	False	attempt	False	-0.0067289625
baskervilles01	30	39	made	O	VBN	False	made	False	-0.0067289625
baskervilles01	30	41	give	O	JJ	False	give	False	-0.0067289625
baskervilles01	30	42	publicity	O	NN	False	public	False	-0.0067289625
baskervilles01	30	45	methods	O	NNS	False	method	False	-0.0067289625
baskervilles01	31	2	proud	O	JJ	False	proud	False	-0.0067289625
baskervilles01	31	7	think	O	VBP	False	think	False	-0.0067289625
baskervilles01	31	12	far	O	RB	False	far	False	-0.0067289625
baskervilles01	31	13	mastered	O	JJ	False	master	False	-0.0067289625
baskervilles01	31	15	system	O	NN	False	system	False	-0.0067289625
baskervilles01	31	18	apply	O	VB	False	appli	False	-0.0067289625
baskervilles01	31	22	way	O	NN	False	way	False	-0.0067289625
baskervilles01	31	24	earned	O	VBN	False	earn	False	-0.0067289625
baskervilles01	31	26	approval	O	NN	False	approv	False	-0.0067289625
baskervilles01	32	2	took	O	VBD	False	took	False	-0.0067289625
baskervilles01	32	4	stick	O	JJ	False	stick	False	-0.0067289625
baskervilles01	32	7	hands	O	NNS	False	hand	False	-0.0067289625
baskervilles01	32	9	examined	O	VBN	False	examin	False	-0.0067289625
baskervilles01	32	14	minutes	O	NNS	False	minut	False	-0.0067289625
baskervilles01	32	17	naked	O	JJ	False	nake	False	-0.0067289625
baskervilles01	32	18	eyes	O	NNS	False	eye	False	-0.0067289625
baskervilles01	33	3	expression	O	NN	False	express	False	-0.0067289625
baskervilles01	33	5	interest	O	NN	False	interest	False	-0.0067289625
baskervilles01	33	7	laid	O	VBN	False	laid	False	-0.0067289625
baskervilles01	33	10	cigarette	O	NN	False	cigarett	False	-0.0067289625
baskervilles01	33	13	carrying	O	VBG	False	carri	False	-0.0067289625
baskervilles01	33	15	cane	O	NN	False	cane	False	-0.0067289625
baskervilles01	33	18	window	O	NN	False	window	False	-0.0067289625
baskervilles01	33	21	looked	O	VBD	False	look	False	-0.0067289625
baskervilles01	33	27	convex	O	JJ	False	convex	False	-0.0067289625
baskervilles01	33	28	lens	O	NNS	False	len	False	-0.0067289625
baskervilles01	34	1	interesting	O	VBG	False	interest	False	-0.0067289625
baskervilles01	34	3	though	O	IN	False	though	False	-0.0067289625
baskervilles01	34	4	elementary	O	JJ	False	elementari	False	-0.0067289625
baskervilles01	34	7	said	O	VBD	False	said	False	-0.0067289625
baskervilles01	34	11	returned	O	VBN	False	return	False	-0.0067289625
baskervilles01	34	14	favourite	O	JJ	False	favourit	False	-0.0067289625
baskervilles01	34	15	corner	O	NN	False	corner	False	-0.0067289625
baskervilles01	34	18	settee	O	NN	False	sette	False	-0.0067289625
baskervilles01	35	3	certainly	O	RB	False	certain	False	-0.0067289625
baskervilles01	35	4	one	O	CD	False	one	False	-0.0067289625
baskervilles01	35	6	two	O	CD	False	two	False	-0.0067289625
baskervilles01	35	7	indications	O	NNS	False	indic	False	-0.0067289625
baskervilles01	35	8	upon	O	IN	False	upon	False	-0.0067289625
baskervilles01	35	10	stick	O	NN	False	stick	False	-0.0067289625
baskervilles01	36	1	gives	O	VBZ	False	give	False	-0.0067289625
baskervilles01	36	2	us	O	PRP	False	us	False	-0.0067289625
baskervilles01	36	4	basis	O	NN	False	basi	False	-0.0067289625
baskervilles01	36	6	several	O	JJ	False	sever	False	-0.0067289625
baskervilles01	36	7	deductions	O	NNS	False	deduct	False	-0.0067289625
baskervilles01	37	2	anything	O	NN	False	anyth	False	-0.0067289625
baskervilles01	37	3	escaped	O	VBD	False	escap	False	-0.0067289625
baskervilles01	37	8	asked	O	VBN	False	ask	False	-0.0067289625
baskervilles01	37	11	self-importance	O	JJ	False	self-import	False	-0.0067289625
baskervilles01	38	2	trust	O	NN	False	trust	False	-0.0067289625
baskervilles01	38	6	nothing	B-NEG	NN	True	noth	False	-0.0067289625
baskervilles01	38	8	consequence	O	NN	False	consequ	False	-0.0067289625
baskervilles01	38	12	overlooked	O	VBD	False	overlook	False	-0.0067289625
baskervilles01	39	3	afraid	O	JJ	False	afraid	False	-0.0067289625
baskervilles01	39	6	dear	O	JJ	False	dear	False	-0.0067289625
baskervilles01	39	7	watson	O	NN	False	watson	False	-0.0067289625
baskervilles01	39	13	conclusions	O	NNS	False	conclus	False	-0.0067289625
baskervilles01	39	15	erroneous	O	JJ	False	erron	False	-0.0067289625
baskervilles01	40	2	said	O	VBD	False	said	False	-0.0067289625
baskervilles01	40	5	stimulated	O	VBN	False	stimul	False	-0.0067289625
baskervilles01	40	8	meant	O	JJ	False	meant	False	-0.0067289625
baskervilles01	40	12	frank	O	NN	False	frank	False	-0.0067289625
baskervilles01	40	16	noting	O	VBG	False	note	False	-0.0067289625
baskervilles01	40	18	fallacies	O	NNS	False	fallaci	False	-0.0067289625
baskervilles01	40	21	occasionally	O	RB	False	occasion	False	-0.0067289625
baskervilles01	40	22	guided	O	VBD	False	guid	False	-0.0067289625
baskervilles01	40	23	towards	O	NNS	False	toward	False	-0.0067289625
baskervilles01	40	25	truth	O	NN	False	truth	False	-0.0067289625
baskervilles01	41	0	not	B-NEG	RB	True	not	False	-0.0067289625
baskervilles01	41	4	entirely	O	RB	False	entir	False	-0.0067289625
baskervilles01	41	5	wrong	O	JJ	False	wrong	False	-0.0067289625
baskervilles01	41	8	instance	O	NN	False	instanc	True	-0.0067289625
baskervilles01	42	1	man	O	NN	False	man	False	-0.0067289625
baskervilles01	42	3	certainly	O	RB	False	certain	False	-0.0067289625
baskervilles01	42	5	country	O	NN	False	countri	False	-0.0067289625
baskervilles01	42	6	practitioner	O	NN	False	practition	False	-0.0067289625
baskervilles01	43	2	walks	O	NNS	False	walk	False	-0.0067289625
baskervilles01	43	4	good	O	JJ	False	good	False	-0.0067289625
baskervilles01	43	5	deal	O	NN	False	deal	False	-0.0067289625
baskervilles01	44	4	right	O	JJ	False	right	False	-0.0067289625
baskervilles01	45	3	extent	O	NN	False	extent	False	-0.0067289625
baskervilles01	47	1	no	B-NEG	DT	True	no	False	-0.0067289625
baskervilles01	47	3	no	B-NEG	DT	True	no	False	-0.0067289625
baskervilles01	47	6	dear	O	JJ	False	dear	False	-0.0067289625
baskervilles01	47	7	watson	O	NN	False	watson	False	-0.0067289625
baskervilles01	47	9	not	B-NEG	RB	True	not	False	-0.0067289625
baskervilles01	47	13	no	I-NEG	DT	True	no	False	-0.0067289625
baskervilles01	47	14	means	I-NEG	NNS	False	mean	False	-0.0067289625
baskervilles01	48	1	would	O	MD	False	would	False	-0.0067289625
baskervilles01	48	2	suggest	O	VB	False	suggest	False	-0.0067289625
baskervilles01	48	5	example	O	NN	False	exampl	False	-0.0067289625
baskervilles01	48	9	presentation	O	NN	False	present	False	-0.0067289625
baskervilles01	48	12	doctor	O	NN	False	doctor	False	-0.0067289625
baskervilles01	48	15	likely	O	JJ	False	like	False	-0.0067289625
baskervilles01	48	17	come	O	VBP	False	come	False	-0.0067289625
baskervilles01	48	20	hospital	O	NN	False	hospit	False	-0.0067289625
baskervilles01	48	21	than	O	IN	False	than	False	-0.0067289625
baskervilles01	48	24	hunt	O	NN	False	hunt	False	-0.0067289625
baskervilles01	48	30	initials	O	NNS	False	initi	False	-0.0067289625
baskervilles01	48	32	c.c.	O	VBP	False	c.c.	False	-0.0067289625
baskervilles01	48	35	placed	O	VBN	False	place	False	-0.0067289625
baskervilles01	48	38	hospital	O	NN	False	hospit	False	-0.0067289625
baskervilles01	48	40	words	O	NNS	False	word	False	-0.0067289625
baskervilles01	48	42	charing	O	VBG	False	chare	False	-0.0067289625
baskervilles01	48	43	cross	O	NN	False	cross	False	-0.0067289625
baskervilles01	48	46	naturally	O	RB	False	natur	False	-0.0067289625
baskervilles01	48	47	suggest	O	VBP	False	suggest	False	-0.0067289625
baskervilles01	49	2	may	O	MD	False	may	False	-0.0067289625
baskervilles01	49	4	right	O	VB	False	right	False	-0.0067289625
baskervilles01	50	2	probability	O	NN	False	probabl	False	-0.0067289625
baskervilles01	50	3	lies	O	VBZ	False	lie	False	-0.0067289625
baskervilles01	50	6	direction	O	NN	False	direct	False	-0.0067289625
baskervilles01	51	3	take	O	VB	False	take	False	-0.0067289625
baskervilles01	51	7	working	O	VBG	False	work	False	-0.0067289625
baskervilles01	51	8	hypothesis	O	NN	False	hypothesi	False	-0.0067289625
baskervilles01	51	12	fresh	O	JJ	False	fresh	False	-0.0067289625
baskervilles01	51	13	basis	O	NN	False	basi	False	-0.0067289625
baskervilles01	51	17	start	O	NN	False	start	False	-0.0067289625
baskervilles01	51	19	construction	O	NN	False	construct	False	-0.0067289625
baskervilles01	51	22	unknown	B-NEG	JJ	False	unknown	True	-0.0067289625
baskervilles01	51	23	visitor	O	NN	False	visitor	False	-0.0067289625
baskervilles01	52	1	well	O	RB	False	well	False	-0.0067289625
baskervilles01	52	5	supposing	O	VBG	False	suppos	False	-0.0067289625
baskervilles01	52	8	c.c.h.	O	NN	False	c.c.h.	False	-0.0067289625
baskervilles01	52	11	stand	O	VBP	False	stand	False	-0.0067289625
baskervilles01	52	14	charing	O	VBG	False	chare	False	-0.0067289625
baskervilles01	52	15	cross	O	NN	False	cross	False	-0.0067289625
baskervilles01	52	16	hospital	O	NN	False	hospit	False	-0.0067289625
baskervilles01	52	21	inferences	O	NNS	False	infer	False	-0.0067289625
baskervilles01	52	22	may	O	MD	False	may	False	-0.0067289625
baskervilles01	52	24	draw	O	VB	False	draw	False	-0.0067289625
baskervilles01	53	2	none	B-NEG	NN	True	none	False	-0.0067289625
baskervilles01	53	3	suggest	O	JJS	False	suggest	False	-0.0067289625
baskervilles01	54	1	know	O	VBP	False	know	False	-0.0067289625
baskervilles01	54	3	methods	O	NNS	False	method	False	-0.0067289625
baskervilles01	55	0	apply	O	RB	False	appli	False	-0.0067289625
baskervilles01	56	4	think	O	VBP	False	think	False	-0.0067289625
baskervilles01	56	7	obvious	O	JJ	False	obvious	False	-0.0067289625
baskervilles01	56	8	conclusion	O	NN	False	conclus	False	-0.0067289625
baskervilles01	56	11	man	O	NN	False	man	False	-0.0067289625
baskervilles01	56	13	practised	O	VBD	False	practis	False	-0.0067289625
baskervilles01	56	15	town	O	NN	False	town	False	-0.0067289625
baskervilles01	56	17	going	O	VBG	False	go	False	-0.0067289625
baskervilles01	56	20	country	O	NN	False	countri	False	-0.0067289625
baskervilles01	57	2	think	O	VB	False	think	False	-0.0067289625
baskervilles01	57	5	might	O	MD	False	might	False	-0.0067289625
baskervilles01	57	6	venture	O	NN	False	ventur	False	-0.0067289625
baskervilles01	57	8	little	O	RB	False	littl	False	-0.0067289625
baskervilles01	57	9	farther	O	RBR	False	farther	False	-0.0067289625
baskervilles01	57	10	than	O	IN	False	than	False	-0.0067289625
baskervilles01	58	0	look	O	VB	False	look	False	-0.0067289625
baskervilles01	58	5	light	O	JJ	False	light	False	-0.0067289625
baskervilles01	59	2	occasion	O	NN	False	occas	False	-0.0067289625
baskervilles01	59	3	would	O	MD	False	would	False	-0.0067289625
baskervilles01	59	7	probable	O	VB	False	probabl	False	-0.0067289625
baskervilles01	59	11	presentation	O	NN	False	present	False	-0.0067289625
baskervilles01	59	12	would	O	MD	False	would	False	-0.0067289625
baskervilles01	59	14	made	O	VB	False	made	False	-0.0067289625
baskervilles01	60	1	would	O	MD	False	would	False	-0.0067289625
baskervilles01	60	3	friends	O	VB	False	friend	False	-0.0067289625
baskervilles01	60	4	unite	O	JJ	False	unit	False	-0.0067289625
baskervilles01	60	6	give	O	JJ	False	give	False	-0.0067289625
baskervilles01	60	9	pledge	O	NN	False	pledg	False	-0.0067289625
baskervilles01	60	12	good	O	JJ	False	good	False	-0.0067289625
baskervilles01	61	0	obviously	O	RB	False	obvious	False	-0.0067289625
baskervilles01	61	3	moment	O	NN	False	moment	False	-0.0067289625
baskervilles01	61	5	dr.	O	NN	False	dr.	False	-0.0067289625
