chapter	sentence_id	token_id	token	target	pos	in_NegExpList	stem	has_negation_affix	vector
baskervilles01	6	20	reassuring	O	NN	False	reassur	False	-0.79440296
baskervilles01	7	1	well	O	RB	False	well	False	-0.90085083
baskervilles01	7	3	watson	O	RB	False	watson	False	-0.93421465
baskervilles01	7	8	make	O	VB	False	make	False	-0.9938211
baskervilles01	8	0	holmes	O	NNS	False	holm	False	-1.0031123
baskervilles01	8	2	sitting	O	VBG	False	sit	False	-1.013581
baskervilles01	8	5	back	O	RB	False	back	False	-0.9992588
baskervilles01	8	12	given	O	VBN	False	given	False	-0.9850439
baskervilles01	8	14	no	B-NEG	DT	True	no	False	-0.98742384
baskervilles01	8	15	sign	O	NN	False	sign	False	-0.8616212
baskervilles01	8	18	occupation	O	NN	False	occup	False	-0.8974796
baskervilles01	9	4	know	O	VBP	False	know	False	-0.863716
baskervilles01	10	1	believe	O	VBP	False	believ	False	-0.8423911
baskervilles01	10	4	eyes	O	NNS	False	eye	False	-0.8329701
baskervilles01	10	7	back	O	RB	False	back	False	-0.81864786
baskervilles01	10	10	head	O	VBP	False	head	False	-0.8383757
baskervilles01	11	5	least	O	JJS	False	least	False	-0.85379505
baskervilles01	11	8	well-polished	O	JJ	False	well-polish	False	-0.5484582
baskervilles01	11	10	silver-plated	O	JJ	False	silver-pl	False	-0.5296761
baskervilles01	11	11	coffee-pot	O	NN	False	coffee-pot	False	-0.54822046
baskervilles01	11	13	front	O	NN	False	front	False	-0.62457204
baskervilles01	11	18	said	O	VBD	False	said	False	-0.64416087
baskervilles01	12	3	tell	O	JJ	False	tell	False	-0.67658293
baskervilles01	12	6	watson	O	NNP	False	watson	False	-0.70994675
baskervilles01	12	11	make	O	VBP	False	make	False	-0.7695532
baskervilles01	12	14	visitor	O	NN	False	visitor	False	-0.74234426
baskervilles01	12	15	's	O	POS	False	's	False	-0.6540037
baskervilles01	12	16	stick	O	NN	False	stick	False	-0.7868592
baskervilles01	13	0	since	O	IN	False	sinc	False	-0.7131706
baskervilles01	13	5	unfortunate	B-NEG	JJ	False	unfortun	True	-0.7082612
baskervilles01	13	8	miss	O	NN	False	miss	False	-0.70261604
baskervilles01	13	12	no	O	DT	True	no	False	-0.704996
baskervilles01	13	13	notion	O	NN	False	notion	False	-0.67517227
baskervilles01	13	16	errand	O	VBP	False	errand	False	-0.5316267
baskervilles01	13	19	accidental	O	JJ	False	accident	False	-0.5328623
baskervilles01	13	20	souvenir	O	NN	False	souvenir	False	-0.50061226
baskervilles01	13	21	becomes	O	VBZ	False	becom	False	-0.6029473
baskervilles01	13	23	importance	O	JJ	False	import	False	-0.6280767
baskervilles01	14	0	let	O	NN	False	let	False	-0.666593
baskervilles01	14	2	hear	O	JJ	False	hear	False	-0.6732875
baskervilles01	14	4	reconstruct	O	NN	False	reconstruct	False	-0.76771396
baskervilles01	14	6	man	O	NN	False	man	False	-0.7010434
baskervilles01	14	9	examination	O	NN	False	examin	False	-0.71115077
baskervilles01	15	2	think	O	VBP	False	think	False	-0.7107134
baskervilles01	15	5	said	O	VBD	False	said	False	-0.7303022
baskervilles01	15	8	following	O	VBG	False	follow	False	-0.76492953
baskervilles01	15	10	far	O	RB	False	far	False	-0.7887031
baskervilles01	15	13	could	O	MD	False	could	False	-0.77882123
baskervilles01	15	15	methods	O	VB	False	method	False	-0.8215038
baskervilles01	15	18	companion	O	NN	False	companion	False	-0.8696187
baskervilles01	15	22	dr.	O	NN	False	dr.	False	-0.9635455
baskervilles01	15	23	mortimer	O	NN	False	mortim	False	-0.9905691
baskervilles01	15	26	successful	O	JJ	False	success	False	-1.0415108
baskervilles01	15	28	elderly	O	RB	False	elder	False	-1.0161742
baskervilles01	15	29	medical	O	JJ	False	medic	False	-1.0053588
baskervilles01	15	30	man	O	NN	False	man	False	-0.9386883
baskervilles01	15	32	well-esteemed	O	JJ	False	well-esteem	False	-0.6095364
baskervilles01	15	33	since	O	IN	False	sinc	False	-0.5358478
baskervilles01	15	36	know	O	VBP	False	know	False	-0.5020842
baskervilles01	15	38	give	O	JJ	False	give	False	-0.5092016
baskervilles01	15	41	mark	O	NN	False	mark	False	-0.46252415
baskervilles01	15	44	appreciation	O	NN	False	appreci	False	-0.37703556
baskervilles01	16	1	good	O	NN	False	good	False	-0.38238636
baskervilles01	16	4	said	O	VBD	False	said	False	-0.4019752
baskervilles01	16	5	holmes	O	NNS	False	holm	False	-0.41126645
baskervilles01	17	1	excellent	O	JJ	False	excel	False	-0.46850118
baskervilles01	18	2	think	O	NN	False	think	False	-0.4680638
baskervilles01	18	3	also	O	RB	False	also	False	-0.5290181
baskervilles01	18	6	probability	O	VBZ	False	probabl	False	-0.6209198
baskervilles01	18	9	favour	O	JJ	False	favour	False	-0.58952147
baskervilles01	18	14	country	O	NN	False	countri	False	-0.60832006
baskervilles01	18	15	practitioner	O	NN	False	practition	False	-0.56871
baskervilles01	18	19	great	O	JJ	False	great	False	-0.571145
baskervilles01	18	20	deal	O	NN	False	deal	False	-0.4813761
baskervilles01	18	23	visiting	O	VBG	False	visit	False	-0.5723828
baskervilles01	18	25	foot	O	NN	False	foot	False	-0.55714256
baskervilles01	20	3	stick	O	NN	False	stick	False	-0.6899981
baskervilles01	20	5	though	O	IN	False	though	False	-0.7329544
baskervilles01	20	6	originally	O	RB	False	origin	False	-0.7554313
baskervilles01	20	9	handsome	O	VB	False	handsom	False	-0.74283
baskervilles01	20	10	one	O	CD	False	one	False	-0.7838163
baskervilles01	20	14	knocked	O	VBN	False	knock	False	-0.70458835
baskervilles01	20	19	hardly	O	RB	False	hard	False	-0.72688246
baskervilles01	20	20	imagine	O	JJ	False	imagin	False	-0.75023514
baskervilles01	20	22	town	O	NN	False	town	False	-0.7967733
baskervilles01	20	23	practitioner	O	NN	False	practition	False	-0.7571633
baskervilles01	20	24	carrying	O	VBG	False	carri	False	-0.75140107
baskervilles01	21	1	thick-iron	O	JJ	False	thick-iron	False	-0.6062943
baskervilles01	21	2	ferrule	O	NN	False	ferrul	False	-0.6045663
baskervilles01	21	4	worn	O	JJ	False	worn	False	-0.73182505
baskervilles01	21	10	evident	O	JJ	False	evid	False	-0.7977397
baskervilles01	21	14	done	O	VBN	False	done	False	-0.85675645
baskervilles01	21	16	great	O	JJ	False	great	False	-0.8591914
baskervilles01	21	17	amount	O	NN	False	amount	False	-0.8605145
baskervilles01	21	19	walking	O	VBG	False	walk	False	-0.81926566
baskervilles01	22	1	perfectly	O	RB	False	perfect	False	-0.9320079
baskervilles01	22	2	sound	O	VBN	False	sound	False	-0.9840996
baskervilles01	22	5	said	O	VBD	False	said	False	-1.0036885
baskervilles01	22	6	holmes	O	NNS	False	holm	False	-1.0129796
baskervilles01	23	9	friends	O	NNS	False	friend	False	-0.9285945
baskervilles01	23	12	c.c.h	O	VBP	False	c.c.h	False	-0.62576735
baskervilles01	24	2	guess	O	JJ	False	guess	False	-0.57878494
baskervilles01	24	7	something	O	NN	False	someth	False	-0.57309985
baskervilles01	24	8	hunt	O	NN	False	hunt	False	-0.6454374
baskervilles01	24	11	local	O	JJ	False	local	False	-0.69074124
baskervilles01	24	12	hunt	O	NN	False	hunt	False	-0.7630788
baskervilles01	24	14	whose	O	WP$	False	whose	False	-0.70771724
baskervilles01	24	15	members	O	NNS	False	member	False	-0.68582505
baskervilles01	24	18	possibly	O	RB	False	possibl	False	-0.6870878
baskervilles01	24	19	given	O	VBN	False	given	False	-0.67287284
baskervilles01	24	21	surgical	O	JJ	False	surgic	False	-0.7322342
baskervilles01	24	22	assistance	O	NN	False	assist	False	-0.7345946
baskervilles01	24	27	made	O	VBD	False	made	False	-0.77229244
baskervilles01	24	30	small	O	JJ	False	small	False	-0.9294202
baskervilles01	24	31	presentation	O	NN	False	present	False	-0.89418334
baskervilles01	24	33	return	O	NN	False	return	False	-0.87378573
baskervilles01	25	1	really	O	RB	False	realli	False	-0.88309497
baskervilles01	25	3	watson	O	JJ	False	watson	False	-0.9164588
baskervilles01	25	6	excel	O	NN	False	excel	False	-0.78786
baskervilles01	25	10	said	O	VBD	False	said	False	-0.80744886
baskervilles01	25	11	holmes	O	NNS	False	holm	False	-0.8167401
baskervilles01	25	13	pushing	O	VBG	False	push	False	-0.78859794
baskervilles01	25	14	back	O	RB	False	back	False	-0.7742757
baskervilles01	25	16	chair	O	NN	False	chair	False	-0.77308816
baskervilles01	25	18	lighting	O	VBG	False	light	False	-0.7565464
baskervilles01	25	20	cigarette	O	NN	False	cigarett	False	-0.6382457
baskervilles01	26	3	bound	O	IN	False	bound	False	-0.6609541
baskervilles01	26	5	say	O	JJ	False	say	False	-0.6772038
baskervilles01	26	10	accounts	O	NNS	False	account	False	-0.67582923
baskervilles01	26	16	good	O	JJ	False	good	False	-0.68118
baskervilles01	26	19	give	O	VBP	False	give	False	-0.6882974
baskervilles01	26	23	small	O	JJ	False	small	False	-0.8454251
baskervilles01	26	24	achievements	O	NNS	False	achiev	False	-0.82334745
baskervilles01	26	27	habitually	O	RB	False	habitu	False	-0.8856173
baskervilles01	26	28	underrated	O	JJ	False	underr	False	-0.98912936
baskervilles01	26	31	abilities	O	NNS	False	abil	False	-0.92628103
baskervilles01	27	1	may	O	MD	False	may	False	-0.9118699
baskervilles01	27	6	not	B-NEG	RB	True	not	False	-0.9437595
baskervilles01	27	8	luminous	O	JJ	False	lumin	False	-0.97989327
baskervilles01	27	14	conductor	O	NN	False	conductor	False	-0.9549106
baskervilles01	27	16	light	O	JJ	False	light	False	-0.9559183
baskervilles01	28	1	people	O	NNS	False	peopl	False	-0.9104389
baskervilles01	28	2	without	B-NEG	IN	True	without	False	-0.8973013
baskervilles01	28	3	possessing	O	VBG	False	possess	False	-0.6778201
baskervilles01	28	4	genius	O	NN	False	genius	False	-0.50558805
baskervilles01	28	7	remarkable	O	JJ	False	remark	False	-0.4659815
baskervilles01	28	8	power	O	NN	False	power	False	-0.4727598
baskervilles01	28	10	stimulating	O	VBG	False	stimul	False	-0.45883715
baskervilles01	29	1	confess	O	JJ	False	confess	False	-0.39604825
baskervilles01	29	4	dear	O	JJ	False	dear	False	-0.4823997
baskervilles01	29	5	fellow	O	NN	False	fellow	False	-0.3999133
baskervilles01	29	11	much	O	JJ	False	much	False	-0.46099892
baskervilles01	29	14	debt	O	NN	False	debt	False	-0.39670116
baskervilles01	30	2	never	B-NEG	RB	True	never	False	-0.34530205
baskervilles01	30	3	said	O	VBD	False	said	False	-0.3648909
baskervilles01	30	5	much	O	JJ	False	much	False	-0.4259765
baskervilles01	30	10	must	O	MD	False	must	False	-0.45166218
baskervilles01	30	11	admit	O	VB	False	admit	False	-0.40273532
baskervilles01	30	14	words	O	NNS	False	word	False	-0.3894817
baskervilles01	30	15	gave	O	VBD	False	gave	False	-0.35660806
baskervilles01	30	17	keen	O	JJ	False	keen	False	-0.43643206
baskervilles01	30	18	pleasure	O	NN	False	pleasur	False	-0.3863679
baskervilles01	30	23	often	O	RB	False	often	False	-0.49142048
baskervilles01	30	25	piqued	O	VBN	False	piqu	False	-0.5145428
baskervilles01	30	28	indifference	O	NN	False	indiffer	True	-0.35329643
baskervilles01	30	31	admiration	O	NN	False	admir	False	-0.285324
baskervilles01	30	35	attempts	O	NNS	False	attempt	False	-0.25572202
baskervilles01	30	39	made	O	VBN	False	made	False	-0.2934199
baskervilles01	30	41	give	O	JJ	False	give	False	-0.3005373
baskervilles01	30	42	publicity	O	NN	False	public	False	-0.31060302
baskervilles01	30	45	methods	O	NNS	False	method	False	-0.3532856
baskervilles01	31	2	proud	O	JJ	False	proud	False	-0.38246697
baskervilles01	31	7	think	O	VBP	False	think	False	-0.3820296
baskervilles01	31	12	far	O	RB	False	far	False	-0.40580314
baskervilles01	31	13	mastered	O	JJ	False	master	False	-0.3815834
baskervilles01	31	15	system	O	NN	False	system	False	-0.37763238
baskervilles01	31	18	apply	O	VB	False	appli	False	-0.37197918
baskervilles01	31	22	way	O	NN	False	way	False	-0.3425862
baskervilles01	31	24	earned	O	VBN	False	earn	False	-0.16709141
baskervilles01	31	26	approval	O	NN	False	approv	False	-0.03806086
baskervilles01	32	2	took	O	VBD	False	took	False	0.03464458
baskervilles01	32	4	stick	O	JJ	False	stick	False	-0.09821097
baskervilles01	32	7	hands	O	NNS	False	hand	False	-0.011987433
baskervilles01	32	9	examined	O	VBN	False	examin	False	-0.123544775
baskervilles01	32	14	minutes	O	NNS	False	minut	False	-0.140086
baskervilles01	32	17	naked	O	JJ	False	nake	False	-0.043214366
baskervilles01	32	18	eyes	O	NNS	False	eye	False	-0.033793382
baskervilles01	33	3	expression	O	NN	False	express	False	0.039677605
baskervilles01	33	5	interest	O	NN	False	interest	False	0.11925771
baskervilles01	33	7	laid	O	VBN	False	laid	False	0.0030564293
baskervilles01	33	10	cigarette	O	NN	False	cigarett	False	0.12135712
baskervilles01	33	13	carrying	O	VBG	False	carri	False	0.12711933
baskervilles01	33	15	cane	O	NN	False	cane	False	0.09085066
baskervilles01	33	18	window	O	NN	False	window	False	0.07158769
baskervilles01	33	21	looked	O	VBD	False	look	False	0.05724407
baskervilles01	33	27	convex	O	JJ	False	convex	False	-0.15510496
baskervilles01	33	28	lens	O	NNS	False	len	False	-0.2553559
baskervilles01	34	1	interesting	O	VBG	False	interest	False	-0.34776852
baskervilles01	34	3	though	O	IN	False	though	False	-0.39072484
baskervilles01	34	4	elementary	O	JJ	False	elementari	False	-0.26759204
baskervilles01	34	7	said	O	VBD	False	said	False	-0.2871809
baskervilles01	34	11	returned	O	VBN	False	return	False	-0.26903823
baskervilles01	34	14	favourite	O	JJ	False	favourit	False	-0.30548152
baskervilles01	34	15	corner	O	NN	False	corner	False	-0.24524084
baskervilles01	34	18	settee	O	NN	False	sette	False	-0.38227242
baskervilles01	35	3	certainly	O	RB	False	certain	False	-0.36271262
baskervilles01	35	4	one	O	CD	False	one	False	-0.4036989
baskervilles01	35	6	two	O	CD	False	two	False	-0.43689483
baskervilles01	35	7	indications	O	NNS	False	indic	False	-0.40163285
baskervilles01	35	8	upon	O	IN	False	upon	False	-0.43960872
baskervilles01	35	10	stick	O	NN	False	stick	False	-0.5724643
baskervilles01	36	1	gives	O	VBZ	False	give	False	-0.6021213
baskervilles01	36	2	us	O	PRP	False	us	False	-0.54993653
baskervilles01	36	4	basis	O	NN	False	basi	False	-0.460675
baskervilles01	36	6	several	O	JJ	False	sever	False	-0.5225256
baskervilles01	36	7	deductions	O	NNS	False	deduct	False	-0.6120574
baskervilles01	37	2	anything	O	NN	False	anyth	False	-0.61760247
baskervilles01	37	3	escaped	O	VBD	False	escap	False	-0.5417267
baskervilles01	37	8	asked	O	VBN	False	ask	False	-0.5289903
baskervilles01	37	11	self-importance	O	JJ	False	self-import	False	-0.4227392
baskervilles01	38	2	trust	O	NN	False	trust	False	-0.3841388
baskervilles01	38	6	nothing	B-NEG	NN	True	noth	False	-0.3624212
baskervilles01	38	8	consequence	O	NN	False	consequ	False	-0.33755213
baskervilles01	38	12	overlooked	O	VBD	False	overlook	False	-0.44765395
baskervilles01	39	3	afraid	O	JJ	False	afraid	False	-0.40505347
baskervilles01	39	6	dear	O	JJ	False	dear	False	-0.49140492
baskervilles01	39	7	watson	O	NN	False	watson	False	-0.52476877
baskervilles01	39	13	conclusions	O	NNS	False	conclus	False	-0.5226273
baskervilles01	39	15	erroneous	O	JJ	False	erron	False	-0.44779843
baskervilles01	40	2	said	O	VBD	False	said	False	-0.4673873
baskervilles01	40	5	stimulated	O	VBN	False	stimul	False	-0.4812726
baskervilles01	40	8	meant	O	JJ	False	meant	False	-0.51855737
baskervilles01	40	12	frank	O	NN	False	frank	False	-0.51326007
baskervilles01	40	16	noting	O	VBG	False	note	False	-0.54981667
baskervilles01	40	18	fallacies	O	NNS	False	fallaci	False	-0.47051442
baskervilles01	40	21	occasionally	O	RB	False	occasion	False	-0.6409365
baskervilles01	40	22	guided	O	VBD	False	guid	False	-0.74368256
baskervilles01	40	23	towards	O	NNS	False	toward	False	-0.69339514
baskervilles01	40	25	truth	O	NN	False	truth	False	-0.5728169
baskervilles01	41	0	not	B-NEG	RB	True	not	False	-0.6047065
baskervilles01	41	4	entirely	O	RB	False	entir	False	-0.6997577
baskervilles01	41	5	wrong	O	JJ	False	wrong	False	-0.6437527
baskervilles01	41	8	instance	O	NN	False	instanc	True	-0.64078397
baskervilles01	42	1	man	O	NN	False	man	False	-0.5741134
baskervilles01	42	3	certainly	O	RB	False	certain	False	-0.5545536
baskervilles01	42	5	country	O	NN	False	countri	False	-0.5733522
baskervilles01	42	6	practitioner	O	NN	False	practition	False	-0.5337422
baskervilles01	43	2	walks	O	NNS	False	walk	False	-0.5780747
baskervilles01	43	4	good	O	JJ	False	good	False	-0.58342546
baskervilles01	43	5	deal	O	NN	False	deal	False	-0.49365658
baskervilles01	44	4	right	O	JJ	False	right	False	-0.4763263
baskervilles01	45	3	extent	O	NN	False	extent	False	-0.48691422
baskervilles01	47	1	no	B-NEG	DT	True	no	False	-0.48929414
baskervilles01	47	3	no	O	DT	True	no	False	-0.49167407
baskervilles01	47	6	dear	O	JJ	False	dear	False	-0.5780255
baskervilles01	47	7	watson	O	NN	False	watson	False	-0.61138934
baskervilles01	47	9	not	O	RB	True	not	False	-0.64327896
baskervilles01	47	13	no	O	DT	True	no	False	-0.6456589
baskervilles01	47	14	means	O	NNS	False	mean	False	-0.63247555
baskervilles01	48	1	would	O	MD	False	would	False	-0.6258965
baskervilles01	48	2	suggest	O	VB	False	suggest	False	-0.68641394
baskervilles01	48	5	example	O	NN	False	exampl	False	-0.7138673
baskervilles01	48	9	presentation	O	NN	False	present	False	-0.6786305
baskervilles01	48	12	doctor	O	NN	False	doctor	False	-0.670661
baskervilles01	48	15	likely	O	JJ	False	like	False	-0.69671535
baskervilles01	48	17	come	O	VBP	False	come	False	-0.7141501
baskervilles01	48	20	hospital	O	NN	False	hospit	False	-0.7211017
baskervilles01	48	21	than	O	IN	False	than	False	-0.703747
baskervilles01	48	24	hunt	O	NN	False	hunt	False	-0.77608454
baskervilles01	48	30	initials	O	NNS	False	initi	False	-0.6653629
baskervilles01	48	32	c.c.	O	VBP	False	c.c.	False	-0.5726597
baskervilles01	48	35	placed	O	VBN	False	place	False	-0.6749799
baskervilles01	48	38	hospital	O	NN	False	hospit	False	-0.68193156
baskervilles01	48	40	words	O	NNS	False	word	False	-0.6686779
baskervilles01	48	42	charing	O	VBG	False	chare	False	-0.58659387
baskervilles01	48	43	cross	O	NN	False	cross	False	-0.52180964
baskervilles01	48	46	naturally	O	RB	False	natur	False	-0.6361867
baskervilles01	48	47	suggest	O	VBP	False	suggest	False	-0.69670415
baskervilles01	49	2	may	O	MD	False	may	False	-0.682293
baskervilles01	49	4	right	O	VB	False	right	False	-0.6649627
baskervilles01	50	2	probability	O	NN	False	probabl	False	-0.7568644
baskervilles01	50	3	lies	O	VBZ	False	lie	False	-0.7892679
baskervilles01	50	6	direction	O	NN	False	direct	False	-0.67444575
baskervilles01	51	3	take	O	VB	False	take	False	-0.72459686
baskervilles01	51	7	working	O	VBG	False	work	False	-0.70990294
baskervilles01	51	8	hypothesis	O	NN	False	hypothesi	False	-0.70124584
baskervilles01	51	12	fresh	O	JJ	False	fresh	False	-0.8758153
baskervilles01	51	13	basis	O	NN	False	basi	False	-0.78655374
baskervilles01	51	17	start	O	NN	False	start	False	-0.74338007
baskervilles01	51	19	construction	O	NN	False	construct	False	-0.6480959
baskervilles01	51	22	unknown	B-NEG	JJ	False	unknown	True	-0.65330815
baskervilles01	51	23	visitor	O	NN	False	visitor	False	-0.6260992
baskervilles01	52	1	well	O	RB	False	well	False	-0.7325471
baskervilles01	52	5	supposing	O	VBG	False	suppos	False	-0.685592
baskervilles01	52	8	c.c.h.	O	NN	False	c.c.h.	False	-0.5755585
baskervilles01	52	11	stand	O	VBP	False	stand	False	-0.6032357
baskervilles01	52	14	charing	O	VBG	False	chare	False	-0.52115166
baskervilles01	52	15	cross	O	NN	False	cross	False	-0.4563674
baskervilles01	52	16	hospital	O	NN	False	hospit	False	-0.463319
baskervilles01	52	21	inferences	O	NNS	False	infer	False	-0.4274798
baskervilles01	52	22	may	O	MD	False	may	False	-0.41306865
baskervilles01	52	24	draw	O	VB	False	draw	False	-0.48913074
baskervilles01	53	2	none	B-NEG	NN	True	none	False	-0.4650634
baskervilles01	53	3	suggest	O	JJS	False	suggest	False	-0.5255808
baskervilles01	54	1	know	O	VBP	False	know	False	-0.49181724
baskervilles01	54	3	methods	O	NNS	False	method	False	-0.5344998
baskervilles01	55	0	apply	O	RB	False	appli	False	-0.5288466
baskervilles01	56	4	think	O	VBP	False	think	False	-0.52840924
baskervilles01	56	7	obvious	O	JJ	False	obvious	False	-0.52333796
baskervilles01	56	8	conclusion	O	NN	False	conclus	False	-0.48017642
baskervilles01	56	11	man	O	NN	False	man	False	-0.41350588
baskervilles01	56	13	practised	O	VBD	False	practis	False	-0.44207036
baskervilles01	56	15	town	O	NN	False	town	False	-0.48860854
baskervilles01	56	17	going	O	VBG	False	go	False	-0.4417246
baskervilles01	56	20	country	O	NN	False	countri	False	-0.4605232
baskervilles01	57	2	think	O	VB	False	think	False	-0.4600858
baskervilles01	57	5	might	O	MD	False	might	False	-0.42179433
baskervilles01	57	6	venture	O	NN	False	ventur	False	-0.35600534
baskervilles01	57	8	little	O	RB	False	littl	False	-0.39051318
baskervilles01	57	9	farther	O	RBR	False	farther	False	-0.46027437
baskervilles01	57	10	than	O	IN	False	than	False	-0.44291964
baskervilles01	58	0	look	O	VB	False	look	False	-0.48742372
baskervilles01	58	5	light	O	JJ	False	light	False	-0.48843145
baskervilles01	59	2	occasion	O	NN	False	occas	False	-0.5483089
baskervilles01	59	3	would	O	MD	False	would	False	-0.54172987
baskervilles01	59	7	probable	O	VB	False	probabl	False	-0.5087704
baskervilles01	59	11	presentation	O	NN	False	present	False	-0.47353357
baskervilles01	59	12	would	O	MD	False	would	False	-0.46695453
baskervilles01	59	14	made	O	VB	False	made	False	-0.5046524
baskervilles01	60	1	would	O	MD	False	would	False	-0.49807334
baskervilles01	60	3	friends	O	VB	False	friend	False	-0.41368824
baskervilles01	60	4	unite	O	JJ	False	unit	False	-0.49473447
baskervilles01	60	6	give	O	JJ	False	give	False	-0.50185186
baskervilles01	60	9	pledge	O	NN	False	pledg	False	-0.49165738
baskervilles01	60	12	good	O	JJ	False	good	False	-0.49700817
baskervilles01	61	0	obviously	O	RB	False	obvious	False	-0.5466788
baskervilles01	61	3	moment	O	NN	False	moment	False	-0.4810212
baskervilles01	61	5	dr.	O	NN	False	dr.	False	-0.57494795
baskervilles01	61	6	mortimer	O	NN	False	mortim	False	-0.60197157
baskervilles01	61	7	withdrew	O	VBD	False	withdrew	False	-0.53751343
baskervilles01	61	10	service	O	NN	False	servic	False	-0.60646546
baskervilles01	61	13	hospital	O	NN	False	hospit	False	-0.6134171
baskervilles01	61	15	order	O	NN	False	order	False	-0.61969537
baskervilles01	61	17	start	O	NN	False	start	False	-0.5765217
baskervilles01	61	19	practice	O	NN	False	practic	False	-0.52535415
baskervilles01	62	1	know	O	VBP	False	know	False	-0.49159056
baskervilles01	62	6	presentation	O	NN	False	present	False	-0.45635372
baskervilles01	63	1	believe	O	VBP	False	believ	False	-0.4350288
baskervilles01	63	6	change	O	NN	False	chang	False	-0.47598022
baskervilles01	63	9	town	O	NN	False	town	False	-0.5225184
baskervilles01	63	10	hospital	O	NN	False	hospit	False	-0.52947
baskervilles01	63	13	country	O	NN	False	countri	False	-0.5482686
